ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY
981	185_boat	boat	Phon	Phon	liɂ⁵⁵	liɂ⁵⁵	l i ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	283	283
982	185_boat	boat	WrittenBurmese	Written_Burmese	hle ɂə	hle ɂə	h l e + ʔ ə	oldb1235	21.16	94.90	Sino-Tibetan	283 284	283 284
983	185_boat	boat	Zaiwa	Zaiwa	lạị⁵³ wi³	lạị⁵³ wi³	l a̰ ḭ ⁵³ + w i ³	zaiw1241	24.45	98.6	Sino-Tibetan	283 284	283 284
1583	307_boil	boil	Achang	Achang	tsụɂ⁵²	tsụɂ⁵²	ts ṵ ʔ ⁵²	acha1249	24.25	97.8333	Sino-Tibetan	449	449
1584	307_boil	boil	Lashi	Lashi	dzu³²	dzu³²	d z u ³²	lash1243	24.45	98.6	Sino-Tibetan	449	449
1585	307_boil	boil	Maru	Maru	dzạụ⁴	dzạụ⁴	d z a̰u ⁴	maru1249	24.45	98.6	Sino-Tibetan	449	449
1586	307_boil	boil	WrittenBurmese	Written_Burmese	cʰu	cʰu	tsʰ u	oldb1235	21.16	94.90	Sino-Tibetan	449	449
1587	307_boil	boil	Zaiwa	Zaiwa	dʒɔɂ⁵⁴	dʒɔɂ⁵⁴	dʒ ɔ ʔ ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	449	449
823	159_bone	bone	Achang	Achang	ʃe³ jæu³	ʃe³ jæu³	ʃ e ³ + j æu ³	acha1249	24.25	97.8333	Sino-Tibetan	237 238	237 238
824	159_bone	bone	Bela	Bela	ʃʰu	ʃʰu	ʃʰ u	pela1242	24.45	98.6	Sino-Tibetan	237	237
825	159_bone	bone	Lashi	Lashi	ʃe⁵⁴ jau⁴¹	ʃe⁵⁴ jau⁴¹	ʃ e ⁵⁴ + j au ⁴¹	lash1243	24.45	98.6	Sino-Tibetan	237 238	237 238
826	159_bone	bone	Maru	Maru	ʃɪ⁴³ ɣok³	ʃɪ⁴³ ɣok³	ʃ ɪ ⁴³ + ɣ o k ³	maru1249	24.45	98.6	Sino-Tibetan	237 238	237 238
827	159_bone	bone	Zaiwa	Zaiwa	ʃə⁴³ wị³²	ʃə⁴³ wị³²	ʃ ə ⁴³ + w ḭ ³²	zaiw1241	24.45	98.6	Sino-Tibetan	237 238	237 238
828	159_bone	bone	Phon	Phon	ɹu³¹	ɹu³¹	ɹ u ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	238	238
829	159_bone	bone	WrittenBurmese	Written_Burmese	rui:	rui:	r u/w iː	oldb1235	21.16	94.90	Sino-Tibetan	238	238
630	121_brain	brain	Achang	Achang	ɂu⁴⁵ nuk⁴²	ɂu⁴⁵ nuk⁴²	ʔ u ⁴⁵ + n u k ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	183 184	183 184
631	121_brain	brain	Bela	Bela	ɂu nauɂ²³	ɂu nauɂ²³	ʔ u + n au ʔ ²³	pela1242	24.45	98.6	Sino-Tibetan	183 184	183 184
632	121_brain	brain	Lashi	Lashi	wə⁵ noɂ⁵¹	wə⁵ noɂ⁵¹	w ə ⁵ + n o ʔ ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	183 184	183 184
633	121_brain	brain	Maru	Maru	ɂau³ nauɂ⁴²	ɂau³ nauɂ⁴²	ʔ au ³ + n au ʔ ⁴²	maru1249	24.45	98.6	Sino-Tibetan	183 184	183 184
634	121_brain	brain	Phon	Phon	ɂo³¹ nokɂ³¹	ɂo³¹ nokɂ³¹	ʔ o ³¹ + n o k ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	183 184	183 184
635	121_brain	brain	WrittenBurmese	Written_Burmese	ɂu: hnauk	ɂu: hnauk	ʔ uː + h n au k	oldb1235	21.16	94.90	Sino-Tibetan	183 184	183 184
636	121_brain	brain	Zaiwa	Zaiwa	ɂu³⁴ nuɂ⁵	ɂu³⁴ nuɂ⁵	ʔ u ³⁴ + n u ʔ ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	183 184	183 184
204	39_branch	branch	Achang	Achang	kɔ̣³¹	kɔ̣³¹	k ɔ̰ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	64	64
205	39_branch	branch	Lashi	Lashi	goŋ³	goŋ³	g o ŋ ³	lash1243	24.45	98.6	Sino-Tibetan	64	64
206	39_branch	branch	Maru	Maru	gɔŋ³¹	gɔŋ³¹	g ɔ ŋ ³¹	maru1249	24.45	98.6	Sino-Tibetan	64	64
207	39_branch	branch	Phon	Phon	kʰo³¹	kʰo³¹	kʰ o ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	64	64
208	39_branch	branch	WrittenBurmese	Written_Burmese	kuiŋ:	kuiŋ:	k u/w i ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	64	64
209	39_branch	branch	Zaiwa	Zaiwa	kɔɂ⁵⁴	kɔɂ⁵⁴	k ɔ ʔ ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	64	64
1254	239_breathe	breathe	Achang	Achang	sɔɂ⁵³ ʃɛt³¹	sɔɂ⁵³ ʃɛt³¹	s ɔ ʔ ⁵³ + ʃ ɛ t ³¹	acha1249	24.25	97.8333	Sino-Tibetan	357 358	357 358
1255	239_breathe	breathe	Lashi	Lashi	sɔɂ⁵³ ʃɛ³¹	sɔɂ⁵³ ʃɛ³¹	s ɔ ʔ ⁵³ + ʃ ɛ ³¹	lash1243	24.45	98.6	Sino-Tibetan	357 358	357 358
1256	239_breathe	breathe	Maru	Maru	sɔɂ⁵⁴ ʃɛ³¹	sɔɂ⁵⁴ ʃɛ³¹	s ɔ ʔ ⁵⁴ + ʃ ɛ ³¹	maru1249	24.45	98.6	Sino-Tibetan	357 358	357 358
1257	239_breathe	breathe	WrittenBurmese	Written_Burmese	sak	sak	s a k	oldb1235	21.16	94.90	Sino-Tibetan	357	357
1258	239_breathe	breathe	Zaiwa	Zaiwa	sɔɂ⁵⁴ ʃe³¹	sɔɂ⁵⁴ ʃe³¹	s ɔ ʔ ⁵⁴ + ʃ e ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	357 358	357 358
1259	239_breathe	breathe	Phon	Phon	ʃet	ʃet	ʃ e t	hpon1238	25.3248194	97.3544031	Sino-Tibetan	358	358
1934	371_bright	bright	Achang	Achang	baŋ³¹	baŋ³¹	b a ŋ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	535	535
1935	371_bright	bright	Lashi	Lashi	baŋ³¹	baŋ³¹	b a ŋ ³¹	lash1243	24.45	98.6	Sino-Tibetan	535	535
1936	371_bright	bright	Maru	Maru	bo³⁴	bo³⁴	b o ³⁴	maru1249	24.45	98.6	Sino-Tibetan	535	535
1937	371_bright	bright	WrittenBurmese	Written_Burmese	paˀ	paˀ	p aˀ	oldb1235	21.16	94.90	Sino-Tibetan	535	535
1938	371_bright	bright	Zaiwa	Zaiwa	bɔ³	bɔ³	b ɔ ³	zaiw1241	24.45	98.6	Sino-Tibetan	535	535
453	88_buffalo	buffalo	Achang	Achang	lui⁴	lui⁴	l u/w i ⁴	acha1249	24.25	97.8333	Sino-Tibetan	136	136
454	88_buffalo	buffalo	Bela	Bela	lui⁵²	lui⁵²	l u/w i ⁵²	pela1242	24.45	98.6	Sino-Tibetan	136	136
455	88_buffalo	buffalo	Lashi	Lashi	li³	li³	l i ³	lash1243	24.45	98.6	Sino-Tibetan	136	136
456	88_buffalo	buffalo	Maru	Maru	lӧi³	lӧi³	l ö/œ i ³	maru1249	24.45	98.6	Sino-Tibetan	136	136
457	88_buffalo	buffalo	Phon	Phon	li³¹	li³¹	l i ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	136	136
458	88_buffalo	buffalo	Zaiwa	Zaiwa	lui³¹	lui³¹	l u/w i ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	136	136
459	89_buffalohorn	buffalo horn	Achang	Achang	kʰjæu³	kʰjæu³	kʰ j æu ³	acha1249	24.25	97.8333	Sino-Tibetan	137	137
460	89_buffalohorn	buffalo horn	Bela	Bela	kʰju³	kʰju³	kʰ j u ³	pela1242	24.45	98.6	Sino-Tibetan	137	137
461	89_buffalohorn	buffalo horn	Lashi	Lashi	kʰjau³²³	kʰjau³²³	kʰ j au ³²³	lash1243	24.45	98.6	Sino-Tibetan	137	137
462	89_buffalohorn	buffalo horn	Maru	Maru	kʰjoɂ⁵²	kʰjoɂ⁵²	kʰ j o ʔ ⁵²	maru1249	24.45	98.6	Sino-Tibetan	137	137
463	89_buffalohorn	buffalo horn	WrittenBurmese	Written_Burmese	kʰjui	kʰjui	kʰ j u/w i	oldb1235	21.16	94.90	Sino-Tibetan	137	137
464	89_buffalohorn	buffalo horn	Zaiwa	Zaiwa	kʰjui⁵³	kʰjui⁵³	kʰ j u/w i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	137	137
1588	308_burn	burn	Achang	Achang	ŋæ̣ɂ³¹	ŋæ̣ɂ³¹	ŋ æ̰ ʔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	450	450
1589	308_burn	burn	Lashi	Lashi	ŋe⁴	ŋe⁴	ŋ e ⁴	lash1243	24.45	98.6	Sino-Tibetan	450	450
1590	308_burn	burn	Maru	Maru	ŋa⁴⁵	ŋa⁴⁵	ŋ a ⁴⁵	maru1249	24.45	98.6	Sino-Tibetan	450	450
1591	308_burn	burn	Zaiwa	Zaiwa	njɛ̣⁵³	njɛ̣⁵³	n j ɛ̰ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	450	450
1557	302_burnedacorpse	burned (a corpse)	Achang	Achang	njɔ̣p⁵²	njɔ̣p⁵²	n j ɔ̰ p ⁵²	acha1249	24.25	97.8333	Sino-Tibetan	443	443
1558	302_burnedacorpse	burned (a corpse)	Bela	Bela	njæ̣p⁵²	njæ̣p⁵²	n j æ̰ p ⁵²	pela1242	24.45	98.6	Sino-Tibetan	443	443
1559	302_burnedacorpse	burned (a corpse)	Lashi	Lashi	njøp⁵³	njøp⁵³	n j ø p ⁵³	lash1243	24.45	98.6	Sino-Tibetan	443	443
1560	302_burnedacorpse	burned (a corpse)	Maru	Maru	njạp⁵	njạp⁵	n j a̰ p ⁵	maru1249	24.45	98.6	Sino-Tibetan	443	443
1561	302_burnedacorpse	burned (a corpse)	Phon	Phon	mjaɂ³¹	mjaɂ³¹	m j a ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	443	443
1562	302_burnedacorpse	burned (a corpse)	WrittenBurmese	Written_Burmese	mrup	mrup	m r u p	oldb1235	21.16	94.90	Sino-Tibetan	443	443
1563	302_burnedacorpse	burned (a corpse)	Zaiwa	Zaiwa	mjụp⁵⁴	mjụp⁵⁴	m j ṵ p ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	443	443
1630	317_but	but	Achang	Achang	wi³¹	wi³¹	w i ³¹	acha1249	24.25	97.8333	Sino-Tibetan	463	463
1631	317_but	but	Bela	Bela	ve³	ve³	v e ³	pela1242	24.45	98.6	Sino-Tibetan	463	463
1632	317_but	but	Lashi	Lashi	ɣɨ³¹	ɣɨ³¹	ɣ ɨ ³¹	lash1243	24.45	98.6	Sino-Tibetan	463	463
1633	317_but	but	Maru	Maru	wai³	wai³	w ai ³	maru1249	24.45	98.6	Sino-Tibetan	463	463
1634	317_but	but	Phon	Phon	wiɂ⁵⁵	wiɂ⁵⁵	w i ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	463	463
1635	317_but	but	WrittenBurmese	Written_Burmese	wai	wai	w ai	oldb1235	21.16	94.90	Sino-Tibetan	463	463
1636	317_but	but	Zaiwa	Zaiwa	βʷi³	βʷi³	β w i ³	zaiw1241	24.45	98.6	Sino-Tibetan	463	463
607	117_butterfly	butterfly	Achang	Achang	pʰə³ djam³	pʰə³ djam³	pʰ ə ³ + d j a m ³	acha1249	24.25	97.8333	Sino-Tibetan	173 174	173 174
608	117_butterfly	butterfly	Bela	Bela	pʰə³ lẽ³	pʰə³ lẽ³	pʰ ə ³ + l ẽ ³	pela1242	24.45	98.6	Sino-Tibetan	173 174	173 174
609	117_butterfly	butterfly	Lashi	Lashi	pʰə⁵³ læm²¹	pʰə⁵³ læm²¹	pʰ ə ⁵³ + l æ m ²¹	lash1243	24.45	98.6	Sino-Tibetan	173 174	173 174
610	117_butterfly	butterfly	Maru	Maru	pʰət³² le³¹	pʰət³² le³¹	pʰ ə t ³² + l e ³¹	maru1249	24.45	98.6	Sino-Tibetan	173 174	173 174
611	117_butterfly	butterfly	Zaiwa	Zaiwa	pʰət⁵ lạm⁵³	pʰət⁵ lạm⁵³	pʰ ə t ⁵ + l a̰ m ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	173 174	173 174
612	117_butterfly	butterfly	WrittenBurmese	Written_Burmese	lip pra	lip pra	l i p + p r a	oldb1235	21.16	94.90	Sino-Tibetan	174 175	174 175
613	117_butterfly	butterfly	Phon	Phon	pja⁵⁵	pja⁵⁵	p j a ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	175	175
789	151_buttocks	buttocks	Achang	Achang	tʃʰoɂ⁵³	tʃʰoɂ⁵³	tʃʰ o ʔ ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	226	226
790	151_buttocks	buttocks	Lashi	Lashi	tʃʰoŋ⁵³	tʃʰoŋ⁵³	tʃʰ o ŋ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	226	226
791	151_buttocks	buttocks	WrittenBurmese	Written_Burmese	cʰauŋˀ	cʰauŋˀ	tsʰ au ŋˀ	oldb1235	21.16	94.90	Sino-Tibetan	226	226
792	151_buttocks	buttocks	Zaiwa	Zaiwa	tʃʰə⁵	tʃʰə⁵	tʃʰ ə ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	226	226
804	155_calf	calf	Achang	Achang	pụɂ⁵⁴	pụɂ⁵⁴	p ṵ ʔ ⁵⁴	acha1249	24.25	97.8333	Sino-Tibetan	232	232
805	155_calf	calf	Lashi	Lashi	buɂ⁵³	buɂ⁵³	b u ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	232	232
806	155_calf	calf	Maru	Maru	bau³	bau³	b au ³	maru1249	24.45	98.6	Sino-Tibetan	232	232
807	155_calf	calf	Zaiwa	Zaiwa	bu³	bu³	b u ³	zaiw1241	24.45	98.6	Sino-Tibetan	232	232
1131	215_candle	candle	Achang	Achang	pʰə³ jæuŋ⁵	pʰə³ jæuŋ⁵	pʰ ə ³ + j æu ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	326 327	326 327
1132	215_candle	candle	WrittenBurmese	Written_Burmese	pʰaˀ jauŋ:	pʰaˀ jauŋ:	pʰ aˀ + j au ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	326 327	326 327
1133	215_candle	candle	Zaiwa	Zaiwa	bjɔ³ dziŋ⁵	bjɔ³ dziŋ⁵	b j ɔ ³ + d z i ŋ ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	326 328	326 328
1134	215_candle	candle	Lashi	Lashi	dzəŋ⁵¹	dzəŋ⁵¹	d z ə ŋ ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	328	328
1135	215_candle	candle	Maru	Maru	tsạŋ⁴¹	tsạŋ⁴¹	ts a̰ ŋ ⁴¹	maru1249	24.45	98.6	Sino-Tibetan	328	328
189	36_cave	cave	Achang	Achang	luk³² kʰjuŋ³²	luk³² kʰjuŋ³²	l u k ³² + kʰ j u ŋ ³²	acha1249	24.25	97.8333	Sino-Tibetan	56 57	56 57
190	36_cave	cave	Lashi	Lashi	loɂ³⁴ ɂoɂ⁵³	loɂ³⁴ ɂoɂ⁵³	l o ʔ ³⁴ + ʔ o ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	56 58	56 58
191	36_cave	cave	Maru	Maru	lauk³² ɂạụk⁵	lauk³² ɂạụk⁵	l au k ³² + ʔ a̰u k ⁵	maru1249	24.45	98.6	Sino-Tibetan	56 58	56 58
192	36_cave	cave	Zaiwa	Zaiwa	lʊp³ kʰjuŋ⁵³	lʊp³ kʰjuŋ⁵³	l ʊ p ³ + kʰ j u ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	56 57	56 57
671	128_cheek	cheek	Achang	Achang	bə⁴ lɔt⁴³	bə⁴ lɔt⁴³	b ə ⁴ + l ɔ t ⁴³	acha1249	24.25	97.8333	Sino-Tibetan	193 194	193 194
672	128_cheek	cheek	Lashi	Lashi	bə³ loiɂ³²	bə³ loiɂ³²	b ə ³ + l oi ʔ ³²	lash1243	24.45	98.6	Sino-Tibetan	193 194	193 194
673	128_cheek	cheek	Maru	Maru	bə³²	bə³²	b ə ³²	maru1249	24.45	98.6	Sino-Tibetan	193	193
674	128_cheek	cheek	Phon	Phon	pa³¹	pa³¹	p a ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	193	193
675	128_cheek	cheek	WrittenBurmese	Written_Burmese	pa:	pa:	p aː	oldb1235	21.16	94.90	Sino-Tibetan	193	193
676	128_cheek	cheek	Zaiwa	Zaiwa	bu³	bu³	b u ³	zaiw1241	24.45	98.6	Sino-Tibetan	193	193
520	99_chicken	chicken	Achang	Achang	gjɔɂ³¹	gjɔɂ³¹	g j ɔ ʔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	150	150
521	99_chicken	chicken	Bela	Bela	ɣɔɂ²³	ɣɔɂ²³	ɣ ɔ ʔ ²³	pela1242	24.45	98.6	Sino-Tibetan	150	150
522	99_chicken	chicken	Lashi	Lashi	gjɔɂ³²	gjɔɂ³²	g j ɔ ʔ ³²	lash1243	24.45	98.6	Sino-Tibetan	150	150
523	99_chicken	chicken	Maru	Maru	ɣɔɂ³²	ɣɔɂ³²	ɣ ɔ ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	150	150
524	99_chicken	chicken	WrittenBurmese	Written_Burmese	krak	krak	k r a k	oldb1235	21.16	94.90	Sino-Tibetan	150	150
525	99_chicken	chicken	Zaiwa	Zaiwa	βʷɔɂ³²	βʷɔɂ³²	β w ɔ ʔ ³²	zaiw1241	24.45	98.6	Sino-Tibetan	150	150
908	174_child	child	Achang	Achang	ʃaŋ³ lə³	ʃaŋ³ lə³	ʃ a ŋ ³ + l ə ³	acha1249	24.25	97.8333	Sino-Tibetan	261 262	261 262
909	174_child	child	Phon	Phon	sə	sə	s ə	hpon1238	25.3248194	97.3544031	Sino-Tibetan	261	261
910	174_child	child	WrittenBurmese	Written_Burmese	sa: le:	sa: le:	s aː + l eː	oldb1235	21.16	94.90	Sino-Tibetan	261 262	261 262
911	174_child	child	Zaiwa	Zaiwa	ʃaŋ⁵³ dʒə³	ʃaŋ⁵³ dʒə³	ʃ a ŋ ⁵³ + dʒ ə ³	zaiw1241	24.45	98.6	Sino-Tibetan	261 263	261 263
912	174_child	child	Lashi	Lashi	dzu⁴	dzu⁴	d z u ⁴	lash1243	24.45	98.6	Sino-Tibetan	263	263
913	174_child	child	Maru	Maru	dzo³²	dzo³²	d z o ³²	maru1249	24.45	98.6	Sino-Tibetan	263	263
706	135_chin	chin	Achang	Achang	ɂam³ tʃʰam⁵	ɂam³ tʃʰam⁵	ʔ a m ³ + tʃʰ a m ⁵	acha1249	24.25	97.8333	Sino-Tibetan	203 204	203 204
707	135_chin	chin	Lashi	Lashi	ɂæm³ tʃʰæm⁴	ɂæm³ tʃʰæm⁴	ʔ æ m ³ + tʃʰ æ m ⁴	lash1243	24.45	98.6	Sino-Tibetan	203 204	203 204
708	135_chin	chin	Maru	Maru	ɂe³²	ɂe³²	ʔ e ³²	maru1249	24.45	98.6	Sino-Tibetan	203	203
709	135_chin	chin	Zaiwa	Zaiwa	ɂam⁵ tʰaŋ⁵³	ɂam⁵ tʰaŋ⁵³	ʔ a m ⁵ + tʰ a ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	203 204	203 204
710	135_chin	chin	WrittenBurmese	Written_Burmese	ceˀ	ceˀ	ts eˀ	oldb1235	21.16	94.90	Sino-Tibetan	204	204
1323	254_choose	choose	Achang	Achang	kʰjɛn³	kʰjɛn³	kʰ j ɛ n ³	acha1249	24.25	97.8333	Sino-Tibetan	379	379
1324	254_choose	choose	Lashi	Lashi	kʰje⁴³ ju³¹	kʰje⁴³ ju³¹	kʰ j e ⁴³ + j u ³¹	lash1243	24.45	98.6	Sino-Tibetan	379 380	379 380
1325	254_choose	choose	Maru	Maru	kʰɪn⁴³ ju³	kʰɪn⁴³ ju³	kʰ ɪ n ⁴³ + j u ³	maru1249	24.45	98.6	Sino-Tibetan	379 380	379 380
1326	254_choose	choose	WrittenBurmese	Written_Burmese	kʰjai rwe:	kʰjai rwe:	kʰ j ai + r w eː	oldb1235	21.16	94.90	Sino-Tibetan	379 380	379 380
1327	254_choose	choose	Zaiwa	Zaiwa	kʰɪn⁴²	kʰɪn⁴²	kʰ ɪ n ⁴²	zaiw1241	24.45	98.6	Sino-Tibetan	379	379
1031	195_clothing	clothing	Bela	Bela	pụ⁵²	pụ⁵²	p ṵ ⁵²	pela1242	24.45	98.6	Sino-Tibetan	299	299
1032	195_clothing	clothing	Maru	Maru	bau²	bau²	b au ²	maru1249	24.45	98.6	Sino-Tibetan	299	299
1033	195_clothing	clothing	Zaiwa	Zaiwa	bu³¹	bu³¹	b u ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	299	299
27	5_cloud	cloud	Achang	Achang	dʒə³²	dʒə³²	dʒ ə ³²	acha1249	24.25	97.8333	Sino-Tibetan	7	7
28	5_cloud	cloud	Bela	Bela	tsạm³	tsạm³	ts a̰ m ³	pela1242	24.45	98.6	Sino-Tibetan	7	7
29	5_cloud	cloud	Lashi	Lashi	dʒɛ⁵³	dʒɛ⁵³	dʒ ɛ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	7	7
30	5_cloud	cloud	Maru	Maru	dʒạm³¹	dʒạm³¹	dʒ a̰ m ³¹	maru1249	24.45	98.6	Sino-Tibetan	7	7
31	5_cloud	cloud	WrittenBurmese	Written_Burmese	tim	tim	t i m	oldb1235	21.16	94.90	Sino-Tibetan	7	7
32	5_cloud	cloud	Zaiwa	Zaiwa	dum⁴²	dum⁴²	d u m ⁴²	zaiw1241	24.45	98.6	Sino-Tibetan	7	7
579	112_cockroach	cockroach	Achang	Achang	tʰjɔ⁴²	tʰjɔ⁴²	tʰ j ɔ ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	166	166
580	112_cockroach	cockroach	Bela	Bela	pʰja³	pʰja³	pʰ j a ³	pela1242	24.45	98.6	Sino-Tibetan	166	166
581	112_cockroach	cockroach	Lashi	Lashi	pʰjɔ⁴²	pʰjɔ⁴²	pʰ j ɔ ⁴²	lash1243	24.45	98.6	Sino-Tibetan	166	166
582	112_cockroach	cockroach	Maru	Maru	pʰjɔ³¹	pʰjɔ³¹	pʰ j ɔ ³¹	maru1249	24.45	98.6	Sino-Tibetan	166	166
583	112_cockroach	cockroach	WrittenBurmese	Written_Burmese	pui:	pui:	p u/w iː	oldb1235	21.16	94.90	Sino-Tibetan	166	166
584	112_cockroach	cockroach	Zaiwa	Zaiwa	pʰjɔ⁵³	pʰjɔ⁵³	pʰ j ɔ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	166	166
314	61_coconut	coconut	Achang	Achang	ɂun³¹	ɂun³¹	ʔ u n ³¹	acha1249	24.25	97.8333	Sino-Tibetan	91	91
315	61_coconut	coconut	Maru	Maru	ɂʊn⁴²	ɂʊn⁴²	ʔ ʊ n ⁴²	maru1249	24.45	98.6	Sino-Tibetan	91	91
316	61_coconut	coconut	Phon	Phon	ɂʊn³¹	ɂʊn³¹	ʔ ʊ n ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	91	91
317	61_coconut	coconut	WrittenBurmese	Written_Burmese	ɂun:	ɂun:	ʔ u nː/n	oldb1235	21.16	94.90	Sino-Tibetan	91	91
318	61_coconut	coconut	Zaiwa	Zaiwa	ɂʊn⁵³	ɂʊn⁵³	ʔ ʊ n ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	91	91
1993	383_cold	cold	Maru	Maru	gjoɂ³²	gjoɂ³²	g j o ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	548	548
1994	383_cold	cold	Achang	Achang	dʒam³	dʒam³	dʒ a m ³	acha1249	24.25	97.8333	Sino-Tibetan	549	549
1995	383_cold	cold	Lashi	Lashi	dʒæm⁵⁴	dʒæm⁵⁴	dʒ æ m ⁵⁴	lash1243	24.45	98.6	Sino-Tibetan	549	549
1065	202_comb	comb	Achang	Achang	tjẹ⁵	tjẹ⁵	t j ḛ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	308	308
1066	202_comb	comb	Bela	Bela	tụị²³	tụị²³	t ṵ ḭ ²³	pela1242	24.45	98.6	Sino-Tibetan	308	308
1067	202_comb	comb	Zaiwa	Zaiwa	da³	da³	d a ³	zaiw1241	24.45	98.6	Sino-Tibetan	308	308
1068	202_comb	comb	Lashi	Lashi	bi⁵	bi⁵	b i ⁵	lash1243	24.45	98.6	Sino-Tibetan	308	308
1069	202_comb	comb	Maru	Maru	bje³²	bje³²	b j e ³²	maru1249	24.45	98.6	Sino-Tibetan	308	308
1070	202_comb	comb	Phon	Phon	pʰje³¹	pʰje³¹	pʰ j e ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	308	308
1071	202_comb	comb	WrittenBurmese	Written_Burmese	hbi:	hbi:	h b iː	oldb1235	21.16	94.90	Sino-Tibetan	308	308
1438	276_come	come	Achang	Achang	lɔ³¹	lɔ³¹	l ɔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	409	409
1439	276_come	come	Lashi	Lashi	lɔ³¹	lɔ³¹	l ɔ ³¹	lash1243	24.45	98.6	Sino-Tibetan	409	409
1440	276_come	come	Maru	Maru	lo³	lo³	l o ³	maru1249	24.45	98.6	Sino-Tibetan	409	409
1441	276_come	come	Phon	Phon	ɹʊɂ	ɹʊɂ	ɹ ʊ ʔ	hpon1238	25.3248194	97.3544031	Sino-Tibetan	409	409
1442	276_come	come	WrittenBurmese	Written_Burmese	la:	la:	l aː	oldb1235	21.16	94.90	Sino-Tibetan	409	409
1443	276_come	come	Zaiwa	Zaiwa	le⁴³	le⁴³	l e ⁴³	zaiw1241	24.45	98.6	Sino-Tibetan	409	409
1578	306_cookrice	cook (rice)	Achang	Achang	dʒauɂ³¹	dʒauɂ³¹	dʒ au ʔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	448	448
1579	306_cookrice	cook (rice)	Bela	Bela	tsạɂ⁵²	tsạɂ⁵²	ts a̰ ʔ ⁵²	pela1242	24.45	98.6	Sino-Tibetan	448	448
1580	306_cookrice	cook (rice)	Lashi	Lashi	dʒaụɂ⁵³	dʒaụɂ⁵³	dʒ a ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	448	448
1581	306_cookrice	cook (rice)	Maru	Maru	dzɔ³²	dzɔ³²	d z ɔ ³²	maru1249	24.45	98.6	Sino-Tibetan	448	448
1582	306_cookrice	cook (rice)	Zaiwa	Zaiwa	dzaŋ³	dzaŋ³	d z a ŋ ³	zaiw1241	24.45	98.6	Sino-Tibetan	448	448
357	69_cookedrice	cooked rice	Achang	Achang	wɔm³	wɔm³	w ɔ m ³	acha1249	24.25	97.8333	Sino-Tibetan	107	107
358	69_cookedrice	cooked rice	Lashi	Lashi	wøm²	wøm²	w ø m ²	lash1243	24.45	98.6	Sino-Tibetan	107	107
